Year,Month,Account,Bundle,Revenue,Orders
2025,1,NJ American Water,Sierra Wireless,8596.56,1
2025,1,NSG,Sierra Wireless,779.52,1
2025,1,Navistar,Sierra Wireless,1119.56,2
2025,1,Nerds on Standby Inc,Peplink,2523.8,1
2025,1,Norfolk Southern,Cambium Networks,24412.48,3
2025,1,Occidental Petroleum,Cradlepoint,2639.38,2
2025,1,Occidental Petroleum,Ericsson,38512.5,1
2025,1,Occidental Petroleum,Site Infrastructure,498.88,1
2025,1,PA American Water,Sierra Wireless,177.29,1
2025,1,Paladin Technologies,Cradlepoint,1000.0,1
2025,1,Paladin Technologies,Sierra Wireless,483.69,1
2025,1,Perceptive Controls,Cradlepoint,558.65,1
2025,1,Perceptive Controls,Sierra Wireless,558.75,1
2025,1,"Phillips Southern Electric Co., Inc.",Sierra Wireless,2509.86,2
2025,1,Piedmont Automation,Sierra Wireless,487.5,1
2025,1,Powersouth Energy Cooperative,Cambium Networks,3840.76,1
2025,1,Process Solutions Integration,GE,5368.92,1
2025,1,"SGCCE, INC SouthEast Georgia Computer Consulting & Engineering, Inc.",Peplink,1223.52,1
2025,1,Salas O'Brien,Sierra Wireless,9211.65,1
2025,1,Santee Cooper,Cambium Networks,25448.02,2
2025,1,Sea Air Federal Credit Union,Sierra Wireless,800.0,1
2025,1,Sonavex,Sierra Wireless,150.0,1
2025,1,Southern Company,Cambium Networks,24343.13,3
2025,1,TICO Technical,Sierra Wireless,855.6,1
2025,1,Tennessee Valley Authority,Sierra Wireless,1223.04,1
2025,1,Texas Electric Coop,Sierra Wireless,58170.5,3
2025,1,The York Water Company,Sierra Wireless,9928.619999999999,3
2025,1,Tri-City Electric,Sierra Wireless,1046.59,1
2025,1,Tri-County Electric Coop.,Cradlepoint,2105.94,1
2025,1,University of Minnesota,Sierra Wireless,2266.2,1
2025,1,Valley Automation,Sierra Wireless,940.57,1
2025,1,West Coast Solar Energy,Sierra Wireless,756.8,1
2025,1,West Virginia American Water,Sierra Wireless,8791.2,6
2025,1,Western Midstream,Cambium Networks,48222.3,2
2025,1,Williams Information Technology LLC,GE,1864.0,1
2025,1,Williams Information Technology LLC,Sierra Wireless,65119.16,2
2025,1,Zentro,SIAE,3681.8,1
2025,2,ATI Flat Rolled Products,Celona,88274.97,1
2025,2,ATI Flat Rolled Products,Other,17399.56,1
2025,2,"Allied Control Services, Inc.",Sierra Wireless,11809.64,2
2025,2,Apergy - ChampionX,Other,12649.0,1
2025,2,CEC Controls,Sierra Wireless,3023.36,1
2025,2,CSX,Cambium Networks,26149.1,1
2025,2,Conrail,Sierra Wireless,3502.5,1
2025,2,Control Systems NW,Sierra Wireless,697.37,1
2025,2,DLA Pearl Harbor,Cambium Networks,142799.22,1
2025,2,DR Controls,Sierra Wireless,724.39,2
2025,2,Delaware Electric CO-OP,Sierra Wireless,27937.5,1
2025,2,Dominion Energy Transmission,Sierra Wireless,10000.0,1
2025,2,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,1951.83,1
2025,2,"East Carolina Communications,LLC",Other,613.8,1
2025,2,Electronic Security Corporation,Sierra Wireless,966.28,1
2025,2,Energy Transfer Partners,GE,26497.77,1
2025,2,Enlink,Sierra Wireless,5872.5,7
2025,2,Enterprise Products,GE,6398.19,2
2025,2,Exelon,Sierra Wireless,17521.85,5
2025,2,Fleaux Services,Peplink,2100.0,1
2025,2,Future Technologies Innovations LLC,Cambium Networks,34158.68,5
2025,2,Future Technologies Innovations LLC,Other,332527.77,5
2025,2,Future Technologies Innovations LLC,Professional Services,243004.2,1
2025,2,George E. Booth Company,Sierra Wireless,916.47,1
2025,2,Go Time Digital,Peplink,333.0,1
2025,2,Illinois American Water,Other,16471.0,1
2025,2,Illinois American Water,Sierra Wireless,3274.73,2
2025,2,KTA Security,Sierra Wireless,1028.91,1
2025,2,Keys Energy Services,Sierra Wireless,1332.54,1
2025,2,Layer 2 Tech,Sierra Wireless,3481.87,1
2025,2,Loftus Labs,Sierra Wireless,456.1,1
2025,2,Maher Terminal Port Elizabeth,Use Cases,8074.2,1
2025,2,Maryland American Water,Sierra Wireless,799.2,1
2025,2,Maxim Automation,Sierra Wireless,3729.93,1
2025,2,Missouri American Water,Sierra Wireless,2787.27,1
2025,2,NJ American Water,Sierra Wireless,3196.8,1
2025,2,Norfolk Southern,Cambium Networks,1063.74,2
2025,2,Occidental Petroleum,Cradlepoint,389.24,1
2025,2,Occidental Petroleum,Ericsson,5628.0,1
2025,2,Occidental Petroleum,GE,33822.25,1
2025,2,Occidental Petroleum,Other,17486.8,2
2025,2,Optra Ventures,Sierra Wireless,766.0,1
2025,2,PA American Water,Sierra Wireless,10651.88,10
2025,2,Powersouth Energy Cooperative,Cambium Networks,11015.84,4
2025,2,Ross Valley Sanitary District,Sierra Wireless,2069.61,1
2025,2,"SGCCE, INC SouthEast Georgia Computer Consulting & Engineering, Inc.",Peplink,1223.52,1
2025,2,Shenandoah Valley Electric CO-OP,Sierra Wireless,5852.9,1
2025,2,Sign Plus,Sierra Wireless,25623.75,3
2025,2,Southern Company,Cambium Networks,5933.38,1
2025,2,"TRI-R Systems, Inc",Sierra Wireless,344.94,1
2025,2,TUD Water Tuolumne Utilities District,Sierra Wireless,752.38,1
2025,2,Tellus Products LLC,Sierra Wireless,1370.13,1
2025,2,TraC-N-trol Inc.,Sierra Wireless,752.38,1
2025,2,West Virginia American Water,Sierra Wireless,799.2,1
2025,2,Western Midstream,GE,68493.66,2
2025,2,Williams Information Technology LLC,Sierra Wireless,78165.27,3
2025,2,Zentro,SIAE,1375.0,1
2025,3,ATI Flat Rolled Products,Use Cases,6876.9,1
2025,3,Aion Robotics Corportation,Sierra Wireless,1600.0,1
2025,3,All Electric,Sierra Wireless,1629.78,1
2025,3,"Allied Control Services, Inc.",Sierra Wireless,5112.51,4
2025,3,American Water,Sierra Wireless,799.2,1
2025,3,Arizona DOT,Sierra Wireless,2905.0,1
2025,3,Artesian Water,Sierra Wireless,2987.5,1
2025,3,"Automated Control Concepts, Inc./ Inflexion Point",Sierra Wireless,2230.38,1
2025,3,"Blackdragon Networks, LLC",Sierra Wireless,25.68,1
2025,3,CEC Controls,Other,8000.0,1
2025,3,CSX,Cambium Networks,125515.68,2
2025,3,Climatemaster Inc,Sierra Wireless,740.98,1
2025,3,Cogar Manufacturing,Sierra Wireless,3018.75,1
2025,3,ConstructCams,Sierra Wireless,4325.0,1
2025,3,Control Systems NW,Sierra Wireless,2181.17,1
2025,3,Cooperative Energy,Sierra Wireless,9350.0,1
2025,3,Cox,Cambium Networks,2489.48,1
2025,3,EQT,Sierra Wireless,21552.64,2
2025,3,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,4554.27,2
2025,3,Energy Transfer Partners,GE,29103.62,1
2025,3,Enlink,Sierra Wireless,1305.0,2
2025,3,Enterprise Products,GE,1362.35,1
2025,3,Enterprise Products,Other,6222.89,1
2025,3,Exelon,Sierra Wireless,752.48,1
2025,3,Fletcher Industries,Sierra Wireless,4573.29,1
2025,3,Future Technologies Innovations LLC,Cambium Networks,36858.0,1
2025,3,Future Technologies Innovations LLC,Nokia,71820.0,1
2025,3,Future Technologies Innovations LLC,Other,35414.1,4
2025,3,Future Technologies Innovations LLC,Site Infrastructure,19444.45,1
2025,3,K6LNI,Sierra Wireless,808.04,1
2025,3,KYTC,Other,924.29,1
2025,3,Miami International Airport,Other,294.34,1
2025,3,NJ American Water,Sierra Wireless,9447.64,2
2025,3,Norfolk Southern,Cambium Networks,6205.15,3
2025,3,Occidental Petroleum,Cambium Networks,33914.93,2
2025,3,Occidental Petroleum,Cradlepoint,17587.5,1
2025,3,Occidental Petroleum,Ericsson,21105.0,2
2025,3,Occidental Petroleum,GE,451622.25,2
2025,3,Occidental Petroleum,Site Infrastructure,287169.14,3
2025,3,Orenda,Other,321.69,1
2025,3,PA American Water,Sierra Wireless,77856.56,7
2025,3,Perceptive Controls,Sierra Wireless,676.8,1
2025,3,Powersouth Energy Cooperative,Other,993.6,1
2025,3,Rosewood Consulting,Sierra Wireless,3348.82,1
2025,3,Shenandoah Valley Electric CO-OP,Site Development,25000.0,1
2025,3,Sign Plus,Sierra Wireless,941.7,1
2025,3,Sonavex,Sierra Wireless,1995.85,1
2025,3,Southern Company,Cambium Networks,21701.66,3
2025,3,Summit Utilities,Sierra Wireless,25257.5,1
2025,3,Tri-County Electric Coop.,Sierra Wireless,5439.48,1
2025,3,University of Minnesota,Sierra Wireless,47.55,1
2025,3,Western Midstream,Cambium Networks,6250.26,3
2025,3,Williams Information Technology LLC,Peplink,10000.0,1
2025,3,Williams Information Technology LLC,Sierra Wireless,117078.86,2
2025,4,"Allied Control Services, Inc.",Sierra Wireless,679.78,1
2025,4,Apergy - ChampionX,Sierra Wireless,18000.0,1
2025,4,Bluebonnet Electric Cooperative,Sierra Wireless,6885.8,1
2025,4,California American Water,Sierra Wireless,9590.4,3
2025,4,City of Vernon,Sierra Wireless,4325.0,1
2025,4,Conrail,Sierra Wireless,10000.0,2
2025,4,Control Systems NW,Other,50.0,1
2025,4,Control Systems NW,Sierra Wireless,4339.24,1
2025,4,EQT,Sierra Wireless,37375.0,1
2025,4,"East Carolina Communications,LLC",Cradlepoint,6633.4,1
2025,4,Enlink,Sierra Wireless,1957.5,2
2025,4,Enterprise Products,GE,317.65,1
2025,4,Exelon,Sierra Wireless,8245.7,2
2025,4,Exxon Mobil,Cambium Networks,185430.74,5
2025,4,Fleaux Services,Peplink,3720.0,2
2025,4,Foundation & Geotechnical Engineering LLC,Sierra Wireless,804.89,1
2025,4,Future Technologies Innovations LLC,Cambium Networks,1768.75,1
2025,4,Future Technologies Innovations LLC,Nokia,5560.87,1
2025,4,Future Technologies Innovations LLC,Other,55269.55,2
2025,4,Future Technologies Innovations LLC,Sierra Wireless,6311.4,1
2025,4,Future Technologies Innovations LLC,Site Infrastructure,60862.89,1
2025,4,Green Grid Inc.,Sierra Wireless,1013.11,1
2025,4,Hawaii American Water,Sierra Wireless,8856.77,2
2025,4,ICA Engineering,Sierra Wireless,1252.93,1
2025,4,ITC Electrical,Sierra Wireless,3000.0,1
2025,4,Illinois American Water,Sierra Wireless,1875.0,1
2025,4,Indeck Power Equipment Company,Sierra Wireless,300.0,1
2025,4,Indiana American Water,Sierra Wireless,19860.2,3
2025,4,K6LNI,Sierra Wireless,800.0,1
2025,4,KYTC,Sierra Wireless,34048.54,1
2025,4,Maher Terminal Port Elizabeth,Nokia,20234.06,2
2025,4,Maher Terminal Port Elizabeth,Use Cases,62409.36,1
2025,4,MediaQuest Outdoor,Sierra Wireless,750.0,2
2025,4,Miami International Airport,Nokia,150626.17,1
2025,4,Missouri American Water,Sierra Wireless,1292.27,1
2025,4,NH DOT,Sierra Wireless,6692.3,1
2025,4,NJ American Water,Sierra Wireless,15869.65,1
2025,4,NOVEC,Cambium Networks,2849.38,1
2025,4,Norfolk Southern,Cambium Networks,566.73,1
2025,4,Oak Ridge National Lab,Sierra Wireless,820.63,1
2025,4,Occidental Petroleum,Cambium Networks,1327418.56,5
2025,4,Occidental Petroleum,Cradlepoint,340153.5,3
2025,4,Occidental Petroleum,Ericsson,415.81,1
2025,4,Occidental Petroleum,GE,518031.8,4
2025,4,Occidental Petroleum,Other,82362.48,2
2025,4,Occidental Petroleum,Site Infrastructure,1422.4,1
2025,4,Ohio Valley Electrical Services,Sierra Wireless,813.83,1
2025,4,PA American Water,Sierra Wireless,50863.00000000001,28
2025,4,Powersouth Energy Cooperative,Cambium Networks,3487.2,1
2025,4,Proline Technology,Sierra Wireless,331.46,2
2025,4,Reworld,Sierra Wireless,1283.66,1
2025,4,Rovisys,Sierra Wireless,2835.64,1
2025,4,Southern Company,Cambium Networks,10000.0,1
2025,4,Teknitrade,Sierra Wireless,50800.0,2
2025,4,Today's Power,Sierra Wireless,1817.5,1
2025,4,Town & Country Group,Sierra Wireless,483.69,1
2025,4,UGI Utilities,Sierra Wireless,1513.62,1
2025,4,University of Colorado Boulder,Sierra Wireless,3670.45,1
2025,4,Vaso Technology Netwolves,Cradlepoint,8788.25,1
2025,4,Virginia American Water,Sierra Wireless,799.2,1
2025,4,Western Midstream,Cambium Networks,24189.02,1
2025,4,Westlake,Sierra Wireless,789.02,1
2025,5,ATI Flat Rolled Products,Celona,4112.5,1
2025,5,Acoustic Technology Inc,Sierra Wireless,44934.31,1
2025,5,CSX,Cambium Networks,10628.15,1
2025,5,California American Water,Sierra Wireless,6105.3,1
2025,5,Castro IT,Sierra Wireless,2029.95,1
2025,5,Champion X,Other,245.73,1
2025,5,City of Rock hill,Sierra Wireless,300.0,1
2025,5,Cox,Cambium Networks,37.19,1
2025,5,Dynasty Motorcoach LLC,Sierra Wireless,1045.12,1
2025,5,EQT,Sierra Wireless,663.0,1
2025,5,Enlink,Sierra Wireless,2610.0,2
2025,5,Exelon,Sierra Wireless,171.25,1
2025,5,Exxon Mobil,Cambium Networks,47510.28,5
2025,5,Exxon Mobil,Ceragon Networks,3554.67,1
2025,5,Fleaux Services,Peplink,3629.4,1
2025,5,Fletcher Industries,Sierra Wireless,7367.7,1
2025,5,Future Technologies Innovations LLC,Other,2599.0,2
2025,5,Green Grid Inc.,Sierra Wireless,1047.81,1
2025,5,ICS Electrical Services,Sierra Wireless,1263.71,1
2025,5,"ISUZU Technical Center of America, Inc.",Sierra Wireless,2678.3,1
2025,5,Inframark,Sierra Wireless,1648.44,1
2025,5,Maxim Automation,Sierra Wireless,1367.8,1
2025,5,McEnery Automation,Sierra Wireless,3500.98,1
2025,5,Miami International Airport,Nokia,590.0,1
2025,5,Midwest Security Services,Sierra Wireless,1504.38,1
2025,5,Missouri American Water,Sierra Wireless,1538.62,1
2025,5,Mon Valley Integration,Sierra Wireless,2092.07,3
2025,5,NJ American Water,Sierra Wireless,74427.36,1
2025,5,Nazari Capital,Other,22500.0,1
2025,5,Norfolk Southern,Cambium Networks,2457.6,1
2025,5,Occidental Petroleum,Cambium Networks,9811.22,4
2025,5,Occidental Petroleum,Other,12074.32,2
2025,5,Occidental Petroleum,Site Infrastructure,16490.62,2
2025,5,Occidental Petroleum,Use Cases,19817.39,2
2025,5,PA American Water,Sierra Wireless,32105.6,2
2025,5,Proline Technology,Sierra Wireless,335.38,1
2025,5,Rappahannock Electric Cooperative,Sierra Wireless,115788.25,1
2025,5,Rosewood Consulting,Sierra Wireless,1389.92,1
2025,5,Snapping Shoals EMC,Sierra Wireless,691.64,1
2025,5,South Coast Controls,Sierra Wireless,855.61,1
2025,5,Southern Company,Cambium Networks,5654.879999999999,2
2025,5,"Spectra Automation, Ltd.",Sierra Wireless,1038.88,1
2025,5,Tennessee American Water,Sierra Wireless,3921.66,1
2025,5,Turkey Creek Fire,Sierra Wireless,1238.34,1
2025,5,Uniti Fiber,Other,8458.66,2
2025,5,Vision to Learn,Sierra Wireless,90.0,1
2025,5,Western Midstream,Site Infrastructure,73.64,1
2025,5,Williams Information Technology LLC,Sierra Wireless,1603.82,1
2025,5,Zentro,SIAE,7287.2,2
2025,6,"A Plus Termite Fumigation, Inc.",Sierra Wireless,1613.33,1
2025,6,ATI Flat Rolled Products,Celona,87541.66,1
2025,6,ATI Flat Rolled Products,Use Cases,3438.45,1
2025,6,Acoustic Technology Inc,Sierra Wireless,1256.48,1
2025,6,"Allied Control Services, Inc.",Sierra Wireless,2719.12,1
2025,6,Ampli-fi,Ericsson,150000.0,1
2025,6,Britt Rice Electric,Sierra Wireless,933.22,1
2025,6,Brown Engineers,Sierra Wireless,800.0,1
2025,6,California American Water,Sierra Wireless,30969.9,3
2025,6,Control Systems NW,Sierra Wireless,34.77,1
2025,6,Crowd Strike,Sierra Wireless,1654.18,1
2025,6,Dalton Utilities - Dutil,Sierra Wireless,1578.04,1
2025,6,Drov Technologies,Other,2672.1,1
2025,6,EQT,Sierra Wireless,22395.18,3
2025,6,Elevated Networks,Sierra Wireless,330.91,1
2025,6,Enlink,Sierra Wireless,3915.0,3
2025,6,Enterprise Products,GE,5003.08,4
2025,6,Exxon Mobil,Cambium Networks,157056.88,6
2025,6,Exxon Mobil,Other,1462.14,1
2025,6,Future Technologies Innovations LLC,Nokia,465116.905,3
2025,6,Illinois American Water,Sierra Wireless,326.51,1
2025,6,Indiana American Water,Sierra Wireless,2790.2,1
2025,6,Indpendent Stave Company,Sierra Wireless,988.9,1
2025,6,Iowa American Water,Sierra Wireless,799.2,1
2025,6,KYTC,Other,1019.72,2
2025,6,KYTC,Sierra Wireless,121915.74,1
2025,6,Keys Energy Services,Sierra Wireless,1332.54,1
2025,6,Maxim Automation,Sierra Wireless,2774.66,1
2025,6,Miami International Airport,Other,16099.32,1
2025,6,Mon Valley Integration,Sierra Wireless,2806.74,3
2025,6,NJ American Water,Sierra Wireless,3792.7,2
2025,6,NRG Controls,Sierra Wireless,2875.38,1
2025,6,Occidental Petroleum,Cambium Networks,85350.31999999999,4
2025,6,Occidental Petroleum,Ericsson,130984.0,1
2025,6,Occidental Petroleum,Other,143529.26,4
2025,6,Occidental Petroleum,Sierra Wireless,2529.98,1
2025,6,Occidental Petroleum,Site Infrastructure,189370.69,5
2025,6,Occidental Petroleum,Use Cases,94601.58,6
2025,6,PA American Water,Sierra Wireless,12791.84,4
2025,6,Perceptive Controls,Cradlepoint,558.65,1
2025,6,Perceptive Controls,Sierra Wireless,3873.5,1
2025,6,Piedmont Automation,Sierra Wireless,975.0,1
2025,6,ProTech Security,Sierra Wireless,464.56,1
2025,6,Rosewood Consulting,Sierra Wireless,47.78,1
2025,6,SOLV Energy,Sierra Wireless,2492.36,1
2025,6,Shenandoah Valley Electric CO-OP,Sierra Wireless,5852.9,1
2025,6,Southern Company,Cambium Networks,6004.559999999999,4
2025,6,Summit Utilities,Sierra Wireless,1738.5,1
2025,6,The York Water Company,Sierra Wireless,5867.15,1
2025,6,Thiele Kaolin Company,Cambium Networks,5687.809999999999,2
2025,6,Trinity Exploration and Production Services Limited,Ericsson,1553.86,1
2025,6,UGI Utilities,Sierra Wireless,652.5,1
2025,6,Vanguard Elite Security,Sierra Wireless,1310.63,1
2025,6,Virginia American Water,Sierra Wireless,799.2,1
2025,6,West Virginia American Water,Sierra Wireless,1729.54,2
2025,6,Williams Information Technology LLC,GE,1864.0,1
2025,6,Williams Information Technology LLC,Sierra Wireless,135522.79,2
2025,6,Zentro,SIAE,4050.58,2
2025,7,AEC Solar,Sierra Wireless,377.67,1
2025,7,ATI Flat Rolled Products,Celona,15125.0,1
2025,7,"Allied Control Services, Inc.",Sierra Wireless,794.99,1
2025,7,Axis Communication,Sierra Wireless,796.62,1
2025,7,Baytown Communications,Sierra Wireless,1645.92,1
2025,7,Britt Rice Electric,Sierra Wireless,443.7,1
2025,7,CSX,Cambium Networks,28009.32,1
2025,7,California American Water,Sierra Wireless,31968.0,2
2025,7,Castlerock Consulting,Sierra Wireless,3041.09,1
2025,7,City of Flushing,Sierra Wireless,995.66,1
2025,7,Complete Control Services,Sierra Wireless,663.2,1
2025,7,Control Systems Technology,Sierra Wireless,1626.32,2
2025,7,Dixie Electric,Cambium Networks,17946.91,1
2025,7,EDRDPC,Sierra Wireless,2752.73,1
2025,7,EQT,Sierra Wireless,19353.6,2
2025,7,"ETS - Engineering & Testing Services, Inc.",Sierra Wireless,3790.58,2
2025,7,Electronic Security Corporation,Sierra Wireless,1449.42,3
2025,7,Energy Transfer Partners,Cambium Networks,66852.77,1
2025,7,Enlink,Sierra Wireless,1957.5,3
2025,7,Enterprise Products,Other,2515.5,1
2025,7,Exelon,Sierra Wireless,1381.85,2
2025,7,Exxon Mobil,Cambium Networks,12161.32,1
2025,7,Future Technologies Innovations LLC,Nokia,5803.42,1
2025,7,Future Technologies Innovations LLC,Other,588151.74,4
2025,7,Garces & Garces Cargo Service,Use Cases,2000.0,1
2025,7,"Golden Automation, LLC",Sierra Wireless,730.02,1
2025,7,Graybill Inc. (Alliant Energy),Sierra Wireless,2992.44,1
2025,7,Groveport Police Department,Sierra Wireless,5134.12,1
2025,7,Hexagon Transportation,Sierra Wireless,2894.74,1
2025,7,Hilcorp,GE,3154966.4,2
2025,7,"ISUZU Technical Center of America, Inc.",Sierra Wireless,3412.86,1
2025,7,Idemia,Sierra Wireless,37825.75,1
2025,7,Indiana American Water,Sierra Wireless,14272.0,1
2025,7,Inframark,Sierra Wireless,5178.219999999999,2
2025,7,Irby Utilities,Other,4050.0,1
2025,7,John's Hopkins University,Sierra Wireless,5722.29,1
2025,7,Joseph P. Mangione JPM Lock & Security,Sierra Wireless,500.0,1
2025,7,Kays Electric,Sierra Wireless,1480.93,1
2025,7,Liberty University,Cambium Networks,909.52,1
2025,7,MTmajortech,Sierra Wireless,556.03,1
2025,7,Mad River Enterprises,Sierra Wireless,1412.69,1
2025,7,Maher Terminal Port Elizabeth,Nokia,15898.19,1
2025,7,Maxim Automation,Sierra Wireless,18911.32,3
2025,7,Mcnaughton Mckay Electric Co,Sierra Wireless,13917.05,1
2025,7,Mon Valley Integration,Sierra Wireless,1435.72,2
2025,7,NJ American Water,Sierra Wireless,15999.0,1
2025,7,Occidental Petroleum,Cambium Networks,126038.21,3
2025,7,Occidental Petroleum,Cradlepoint,18712.0,1
2025,7,Occidental Petroleum,Ericsson,10500.0,1
2025,7,Occidental Petroleum,Other,10479.0,1
2025,7,Occidental Petroleum,Site Infrastructure,226243.94,2
2025,7,Occidental Petroleum,Use Cases,53296.52,2
2025,7,Owen Electric,Sierra Wireless,29488.43,1
2025,7,PA American Water,Sierra Wireless,983.14,1
2025,7,"Phillips Southern Electric Co., Inc.",Sierra Wireless,942.8,1
2025,7,Powersouth Energy Cooperative,Cambium Networks,23340.39,1
2025,7,Ramboll,Sierra Wireless,2903.58,1
2025,7,Reading Truck,Sierra Wireless,1414.02,1
2025,7,Santee Cooper,Cambium Networks,26910.59,1
2025,7,Shenandoah Valley Electric CO-OP,Sierra Wireless,11705.8,1
2025,7,Southern Company,Cambium Networks,9458.92,2
2025,7,Southern Company,Other,216.06,1
2025,7,Southwest Traffic SystemsÂ ,Sierra Wireless,2152.08,1
2025,7,TID Water and Power  Turlock Irrigation District,Sierra Wireless,5088.89,1
2025,7,Thiele Kaolin Company,Cambium Networks,851.37,1
2025,7,Tri Tech Automation,Sierra Wireless,440.32,1
2025,7,UGI Utilities,Sierra Wireless,2235.0,1
2025,7,US Army,Cambium Networks,1429085.78,2
2025,7,University of EvansvilleÂ ,Sierra Wireless,1878.33,1
2025,7,V&R Cabling,Sierra Wireless,590.55,1
2025,7,VA-KY Communications,Sierra Wireless,1032.53,1
2025,7,West Virginia American Water,Sierra Wireless,19980.0,1
2025,7,Western Midstream,GE,2955.16,1
2025,7,Zentro,SIAE,976.16,1
2025,8,"Allied Control Services, Inc.",Sierra Wireless,794.99,1
2025,8,Apergy - ChampionX,Sierra Wireless,18000.0,1
2025,8,Enterprise Products,GE,2104.38,2
2025,8,Exelon,Sierra Wireless,2047.5,2
2025,8,Exxon Mobil,Cambium Networks,273.17,1
2025,8,Illinois American Water,Sierra Wireless,9726.02,2
2025,8,Irby Utilities,Other,1043.01,1
2025,8,KYTC,Sierra Wireless,396500.74,2
2025,8,Lake Shore Electric,Sierra Wireless,669.23,1
2025,8,Maher Terminal Port Elizabeth,Nokia,262255.32,1
2025,8,Maxim Automation,Sierra Wireless,10281.7,1
2025,8,NJ American Water,Sierra Wireless,20000.0,1
2025,8,Norfolk Southern,Cambium Networks,3700.76,1
2025,8,Occidental Petroleum,Cambium Networks,45646.43,1
2025,8,Occidental Petroleum,Site Infrastructure,12402.68,1
2025,8,Occidental Petroleum,Use Cases,24974.05,1
2025,8,PA American Water,Sierra Wireless,25631.46,20
2025,8,Rockwell Automation,Nokia,5887.5,1
2025,8,Rosewood Consulting,Sierra Wireless,3033.55,2
2025,8,Southern Company,Cambium Networks,25834.52,4
2025,8,Williams Information Technology LLC,Sierra Wireless,74691.0,1
2025,8,Zentro,SIAE,434540.7,1
